,Sector,Category,Crop,QueryType,QueryText,KccAns,DistrictName,isPaddy
2795,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in Paddy nursery bed,"Recommended to  Apply  Pretilachlor 50 %EC @ 450-500ml ml Per Acre Of Land Or Mixing With 15-20kg Of Sand(1-3das/dat)(2.25-2.5ml/lt of water)( but 1-7 days)(It controls almost all the weeds (annual grasses, Sedges and broad-leaved weeds)",BHADRAK,1
2807,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,Recommended to spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) for weed management in Paddy within 15-20 das,BHADRAK,1
2815,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy ,Recommended to spray Pyrazosulfuron ethyl 10%WP (Saathi) @ 80gm with 200 liter (6gm/15lit) of water per acre for weed management in paddy.,BHADRAK,1
2831,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy nursery,Recommended to spray Pyrazosulphuron ethyl 10% WP (Saathi) @ 6 g per 15 litre of water for Weed management in paddy nursery.,BHADRAK,1
2832,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,Good paddy varieties,"--Recommended to grow krishidhan prasanna, Bombay 90 or 120 seeds, Swarna etc.",BHADRAK,1
2841,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Post emergence weeds in paddy ,Recommended to spray Nominee Gold (- Bispyribac-Sodium 10% SC)8ml in 15 liters water to control Post emergence weeds in paddy ,BHADRAK,1
2842,AGRICULTURE,Cereals,Paddy (Dhan),Seeds, Paddy variety,"Recommended Paddy variety--Prasanna, Yamuna-804, Sampada",BHADRAK,1
2856,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,seed germination in paddy,for germination in paddy soak the seed in water for 12-24hours,BHADRAK,1
2859,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed Management in nursery bed of paddy,"Recommended to spray Pendimethalin 30 EC @ 1320 ml per  200 litre of water per 1 acre of land ( pre-emergence herbicide ).
",BHADRAK,1
2860,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer for nursery bed of paddy,"ଧାନ ତଳି ଘେରା ରେ ସାର ହିସାବ ରେ DAP @ 4 kg, MOP @ 2.5 kg ଏବଂ Zinc sulphate @ 1 kg ଦିଅନ୍ତୁ ୧୦ ଡେସିମିଲ ପିଛା. ଏବଂ ତା ସହିତ Carbofuran 3G @ 1 kg ପ୍ରୟୋଗ କରନ୍ତୁ.",BHADRAK,1
2872,AGRICULTURE,Cereals,Paddy (Dhan),Seeds, paddy seed,"Recommended paddy seed--Pratikshya, Puja, Ratnagiri, BPT-5204, Sindhu, silky",BHADRAK,1
2873,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Fertilizer application in Paddy,Advised to go for fertilizer application in Paddy just before transplanting Paddy in the main field.,BHADRAK,1
2875,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dose for the nursery paddy,"Advised the fertilizer dose for nursery paddy are  potash-2.5kg,DAP-4kg, zinc sulphate-1kg, FYM.",BHADRAK,1
2884,HORTICULTURE,Vegetables,Brinjal,	Plant Protection	,Fruit borer in paddy ,Recommended to Fame  (Flubendiamide 20% WG)10gm in 15 liters water to control Fruit borer in paddy ,BHADRAK,1
2885,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer management in paddy nursery,Recommended to apply 6 kg DAP+16 kg MOP+12 kg Urea +4 kg Zinc sulphate in 40 decimal paddy nurrsery,BHADRAK,1
2900,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,NP 558 SADHANA specification ,Maturity in days:140-145 days ,BHADRAK,1
2928,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Weed management in Paddy,"Recommended to spray Bispyribac sodium 10%EC (Nominee gold, Fuzi super) @ 8ml with 15 liter of water for weed management in Paddy. ",BHADRAK,1
2937,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weed management in paddy early post emergent,"Recommended to spray Oxyflurofen 23.5% EC @ 400 ml per 200 litre of water per 1 acre of land(30ml in 15liter water)  
",BHADRAK,1
2969,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,About krishidhan ganga 199 variety ,CHARACTERISTICS: Duration: 135 - 140 days | Plant Height (cm.) : 100-105 (semi dwarf)  | Yield t/ha: 8.0 - 9.0,BHADRAK,1
2970,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,About BB11 Paddy variety ,"Category: Paddy – Improved  ,Sowing Season: Kharif only ,Duration(Days): 140 – 145,Plant Height(cm): 110 – 115
Grain Type: Medium Bold
",BHADRAK,1
2981,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,MTU 1075 paddy seeds ,"Advised to use MTU 1075 as it is  140-145 days variety , medium bold paddy seeds , production 25 quintal per acre.",BHADRAK,1
2984,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Paddy seed emergence process before sowing,You can soak the seeds over night and then drain the excess water and kept in a jute gunny bags with proper aeration. Otherwise you can go for direct sowing of seeds after treatment with pesticides.,BHADRAK,1
2989,AGRICULTURE,Cereals,Paddy (Dhan),Seeds,DHARITRI CR1017paddy variety,DHARITRI (CR-1017) ; Duration (Days): 150-155 ; Plant height (cm): 120-125 ; Grain Type: Short Bold ; Average yield/ acre (quintals): 22-24 ;,BHADRAK,1
3013,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Seed sowing  and germination of paddy seeds ,"Time required for soaking paddy seeds for sprouting - Recommended to dip the seeds for 20 -24 hours(bold grain) and 15-18 hrs(thin cover grain) , then cover it with light cloth + keep some weight over it for 24-30 hours for ",BHADRAK,1
3021,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy ,"Spray Bispyribac sodium 10% SC (Nominee gold) @ 80 ml per 200 litre of water per 1 acre of land (6 ml per 15 litre of water) OR 
spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) ",BHADRAK,1
3030,AGRICULTURE,Cereals,Paddy (Dhan),Seeds, Short  duration paddy,"Recommended short  duration paddy-mtu-1010, Parijat, konark, Khandagiri,mtu-1001",BHADRAK,1
3037,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,About BHU11 Paddy variety ,About BHU-11 Paddy variety - 12-16Kg per acre (transplanting ),BHADRAK,1
3038,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,High yielding short duration paddy variety ,"HY RIZE - 360(Krishidhan),SILKY 277(Krishidhan),Ajay (CRHR-7)",BHADRAK,1
3040,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,weed management in rice nursery,"Recommended to spray Bispyribac sodium 10 % SC ( Nominee gold )  @ 100 ml per 200 litre of water per 1 acre of land controls major grasses, sedges and broad leaf weeds of rice.2-5 leaf stages of weeds.",BHADRAK,1
3055,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,To know about the  duration of deradun paddy,Advised the duration of deradun paddy is 125-135days.,BHADRAK,1
3056,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,To know about the  duration of  BB11 paddy,Advised the duration of BB11 paddy variety is 140-145days.,BHADRAK,1
3063,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,paddy seed processing for sprouting ,Advised to soak paddy seed for 14 hours  and keep on floor for 48 hours for sprouting ,BHADRAK,1
3072,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy Nursery ,Spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water),BHADRAK,1
3075,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Seed treatment procedure in paddy before sowing ,"Seed treatment-carbandizm@1-2g/kg of seed/lt of water and recommended to dip the seeds for 20 -24 hours(bold grain) and 15-18 hrs(thin cover grain) , then cover it with light cloth + keep some weight over it for 24-30 hours for Preparation of half germinated seeds",BHADRAK,1
3076,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,About paddy variety BB11,"BB-11(140-145 days-Kharif only and improved variety)Plant Height(cm): 110 – 115,Grain Type: Medium Bold yield-25-30q/acre",BHADRAK,1
3077,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,About paddy variety MTU1001,"(135-140 days-kharif),120-125 days -rabi)-(24-28q/acre)(short duration variety)",BHADRAK,1
3082,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in Paddy,Recommended to spray Glyphosate 41% SL @ 1000 ml per 200 litre of water per 1 acre of land ( 5 ml in 1  litre ) for weed management and  after 15 days of  applying go for nursery bed preparation in Paddy.,BHADRAK,1
3083,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Seed treatment in Paddy ,Recommended to treat the seeds with Vitavax powder ( Carboxin + Thiram ) - 2 gm  per 1 kg of seed. ,BHADRAK,1
3096,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,      ,"ଧାନ ତଳି ଘେରା ରେ ସାର ହିସାବ ରେ DAP @ 4 kg, MOP @ 2.5 kg ଏବଂ Zinc sulphate @ 1 kg ଦିଅନ୍ତୁ ୧୦ ଡେସିମିଲ ପିଛା. ଏବଂ ତା ସହିତ Carbofuran 3G @ 1 kg ପ୍ରୟୋଗ କରନ୍ତୁ.",BHADRAK,1
3097,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy nursery,"Recommended to  Apply  Pretilachlor 50 %EC @ 450-500ml ml Per Acre Of Land Or Mixing With 15-20kg Of Sand(1-3das/dat)(2.25-2.5ml/lt of water)( but 1-7 days)(It controls almost all the weeds (annual grasses, Sedges and broad-leaved weeds)
",BHADRAK,1
3107,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Seedling blight in paddy nursery ,Recommended to spray Propiconazole 10% EC @1ml per litre of water,BHADRAK,1
3109,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Height of nursery bed in paddy,Advised the height of nursery bed for paddy is 5-10cm.,BHADRAK,1
3110,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Granular insecticide application in paddy nursery ,Advised to apply  Chlorantraniliprole 4% GR @400gm per 10 decimal of land ,BHADRAK,1
3126,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Water level is high on paddy field how to apply fertilizer,Advised to wait for 2-3 days to reduce the water level. then go for fertilizer application.,BHADRAK,1
3128,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	, Leaf hopper infestation  in paddy and leaf become yellowing ,If you have applied insecticide then advise to spray multi-k@100g/15lt of water ,BHADRAK,1
3138,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,MTU  1061 paddy variety details,"MTU 1061 (Indra) = Duration (Days) –Late, Average yield–20-25q per acre, Grain type – Medium slender, Special features, Plant height 115 cm, semi- dwarf, tolerant to BPH, BLB and GM biotype 1.
",BHADRAK,1
3146,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Query related to animal repellant in paddy field ,"Recommended to spray Animal Repellent :- ZATKA @ 3 ml in 1 litre of water for Animals( neel cow ,pig, all total animals and flying birds and all etc.)attack in paddy field",BHADRAK,1
3151,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Animal repellant for paddy crop ,"Animal Repellent :-  iRun-On  Dosage	40 ml per 15 ltr
 ,Animal Repellent :- ZATKA @Dosage - 	3 ml. per 1lit water",BHADRAK,1
3169,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Swarming caterpillar in paddy,"Recommended to spray Anaconda (Chloropyriphos 50 EC + Cypermethrin 5% EC ) @ 400 ml per 200 litre of water per 1 acre of land .
",BHADRAK,1
3180,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability, Basal dose in Paddy ,Recommended to apply 35 kg DAP+15 kg MOP+4 kg Urea+10 kg Zinc sulphate per acre as Basal dose in Paddy ,BHADRAK,1
3186,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in Paddy,Recommended to spray Bispyribac sodium 10% SC (Nominee gold) @ 80 ml per 200 litre of water per 1 acre of land (6 ml per 15 litre of water)  for Weed management in Paddy.,BHADRAK,1
3187,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer requirement for Paddy,Recommended to spray Polyfeed ( 19:19:19 ) @ 1500 g per 200 litre of water per 1 acre of land (100 g / 15 liter) for Paddy.,BHADRAK,1
3193,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer dose in paddy,Paddy basal dose-5kg urea+35kg dap or Gromor (28-28-0) @ 50 kg +15kg mop ,BHADRAK,1
3198,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertiliser dose for Paddy at nursery stage ,"
Fertiliser dose for Paddy at nursery stage = Recommended to apply DAP - 4 Kg + MOP - 2.5 Kg + Zinc Sulphate - 1 Kg per 400 sq. m nursey area and after 13-25 days apply urea @ 2.8 kg per 400 square meter,  spray MOP @ 5 gm per 1 L water in Paddy nursery",BHADRAK,1
3210,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Lodging of paddy seedlings after heavy rain ,Recommended to spray Propiconazole @ 1 ml/ litre of water then again spray NPK 19:19:19@100gm per 15 litres of water.,BHADRAK,1
3215,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management, weed management in paddy,"Recommended to broadcast Pretilachlor 50%EC (Rifit, Craze) @ 320ml with 20kg of sand per acre for weed management in paddy.",BHADRAK,1
3223,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Soil treatment for paddy nursery,Recommended to apply Bleaching powder 2 kg Beaching in 10 decimal paddy nursery before 10 days of seed sowing ,BHADRAK,1
3224,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	," Sheath rot in paddy 
","Recommended to spray SAAF(Carbendazim 12%+mancozeb 63%)2gm  in 1liter  water to control Sheath rot in paddy 
",BHADRAK,1
3227,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Fertilizer application in paddy nursery ,Recommended to apply 6kg Urea+2 kg MOP+2 kg Carbofuran 3g in 24 decimal paddy nursery at paddy nursery,BHADRAK,1
3236,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Late Fertilizer dose for nursery paddy,Fertiliser dose for Paddy at nursery stage = Recommended to apply DAP - 4 Kg + MOP - 2.5 Kg + Zinc Sulphate - 1 Kg per 2 disimil nursey area ,BHADRAK,1
3239,AGRICULTURE,Others,Others,	Plant Protection	,Preventive for disease control in paddy ,Advised to spray Neem oil @ 3ml/1ltr water,BHADRAK,1
3240,AGRICULTURE,Others,Others,Fertilizer Use and Availability,Basal fertilizer dose in paddy," Recommended to apply at basal dose(Mula sara) DAP-35kg, Urea-5kg and MOP-15kg per acre",BHADRAK,1
3248,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,"Recommended to apply Almix (Metsulfuron methyl 10% + Chlorimuron ethyl 10% WP) @ 8 g + 2,4- D @ 500 g in 200 liter water",BHADRAK,1
3249,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Metsulfuron methyl 10  Chlorimuron ethyl 10 WP dose per acre in paddy ,Recommended (Metsulfuron methyl 10% + Chlorimuron ethyl 10% WP) dose per acre in paddy --8gm in 200 liters water per acre,BHADRAK,1
3256,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,"Recommended to apply  2,4- D @ 500 g in 200 L of water to control weeds in paddy.",BHADRAK,1
3258,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,"Recommended to  Apply  Pretilachlor 50 %EC @ 450-500ml ml Per Acre Of Land Or Mixing With 15-20kg Of Sand(1-3das/dat)(2.25-2.5ml/lt of water)( but 1-7 days)(It controls almost all the weeds (annual grasses, Sedges and broad-leaved weeds)",BHADRAK,1
3265,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,Post emergence weed management in paddy nursery,Recommended to spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) for weed management in Paddy as post emergence weed management in paddy nursery. ,BHADRAK,1
3278,AGRICULTURE,Cereals,Paddy (Dhan),Varieties,submergence rice variety,"Swarna Sub-1 (CR AC 2539-1):(143 days) semi dwarf (100 cm) variety,  It can tolerate complete submergence for two weeks, 
Sarala (CR 260-77):=It can tolerate a submergence situation up to 50 cm.
Reeta (CR AC 780-1937-1-3): (145-150 days), semidwarf (plant height 110 cm), It can tolerate submergence for about one week.",BHADRAK,1
3282,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Germination problem in paddy,Recommended to treat the soak seed with  Biozyme Crop + @1-2ml/lt of water for early germination or  treated with Multiplex Jivras@(humic acid (12 %)+fluvic acid 2%)@ 3ml/lt of water,BHADRAK,1
3285,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management, Dose for Multiplex Jivras Humic acid 120  ww  in paddy ,"Dose for Multiplex Jivras (Humic acid 12.0 % w/w) Seed treatment .: Dissolve Multiplex Jivras 10 ml in 1 litre of water ..
",BHADRAK,1
3287,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Post emergent weed control in paddy,Recommended to spray Bispyribac sodium 10% SC (Nominee gold) @ 80 ml per 200 litre of water per 1 acre of land (6 ml per 15 litre of water) as post emergence herbicide spray in Paddy. ,BHADRAK,1
3296,AGRICULTURE,Cereals,Paddy (Dhan),Cultural Practices,To know the time period seed soaking of paddy,Advised the seed soaking of paddy for sprouating is 24hrs.,BHADRAK,1
3299,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in Paddy,"Recommended to spray Pyrazosulphuron ethyl 10% WP ( Saathi ) @ 80 g per 200 litre of water per 1 acre of land (6 g per 15 litre of water) for weed management in Paddy 
",BHADRAK,1
3311,AGRICULTURE,Cereals,Paddy (Dhan),Weed Management,Weed management in paddy,"Recommended to spray 2, 4- DIMETHYL AMINE SALT 58 % SL@ 500 ml per 200 litre of water and  Almix @ 8 gram per 200 litre of water per acre of land to control weed from paddy field after 30 DAS in paddy. ",BHADRAK,1
3316,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Dose of thimet 20G,Advised the dose of thimet 20G @ 1kg/acre in paddy nursery.,BHADRAK,1
3318,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Paddy leaf yellowing in nursery stage ,Imidacloprid 17.8 SL @  (5 ml in 15 litre water)  and CORTEVA GALILEO SENSA 2ml in 1 litre of water .,BHADRAK,1
3319,AGRICULTURE,Cereals,Paddy (Dhan),Fertilizer Use and Availability,Basal fertilizer dose for paddy ," Urea @ 4 kg, DAP @ 35 kg and MOP @ 15 kg",BHADRAK,1
3327,AGRICULTURE,Cereals,Paddy (Dhan),Nutrient Management,Paddy nursery dose,"Recommended to apply DAP @ 4 kg, MOP @ 2.5 kg, Zinc sulphate @ 1 kg and Carbofuran 3 G @ 1 kg per 10 decimel in paddy nursery.",BHADRAK,1
